1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416561772 /> </measure>;02.12.2021 - 03:42:41 AM;8;127
7;200;t|19.11|ti|TEROS12|ts|1638416561924;02.12.2021 - 03:42:41 AM;1;35
4;200;t|19.11|ti|UL|ts|1638416562071;02.12.2021 - 03:42:42 AM;2;30
5;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gateway:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 03:42:42 AM;2;293
4;200;t|19.11|ti|UL|ts|1638416562387;02.12.2021 - 03:42:42 AM;2;30
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU2MjIzM3x0aXxsb3Jh};02.12.2021 - 03:42:42 AM;2;303
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU2MjI4OHx0aXxsb3Jh};02.12.2021 - 03:42:42 AM;1;303
4;200;t|19.11|ti|UL|ts|1638416562569;02.12.2021 - 03:42:42 AM;1;30
7;200;t|19.11|ti|TEROS12|ts|1638416562846;02.12.2021 - 03:42:42 AM;1;35
5;200;<!DOCTYPE html><div title=Current Temperature>17°C;02.12.2021 - 03:42:43 AM;1;50
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416563167 /> </measure>;02.12.2021 - 03:42:43 AM;7;127
